product_id,merchant_id,product_name,category,subcategory,description,price_inr,stock_quantity,rating,is_active,compatible_product_ids,frequently_bought_with_ids,tags
1032,1,ChargeFast USB-C Charger 65W,Accessories,Charger,Fast-charging 65W USB-C power adapter compatible with most laptops.,1800,45,4.2,false,"1002,1006,1007,1012,1013,1017,1019","1002,1006,1012,1013,1017","charging,fast,usb-c"
1033,1,PowerBank Max 20000,Accessories,Power Bank,High-capacity 20000mAh power bank with dual output ports.,2200,38,4.1,true,"1008,1009,1013,1014,1015,1016,1017","1008,1013","portable,charging,travel"
1034,1,ScreenGuard Laptop Skin,Accessories,Laptop Skin,Vinyl skin protector to guard laptop lids from scratches.,500,90,3.9,true,,,"protective,decorative,affordable"
1035,1,CoolBase Laptop Stand,Accessories,Laptop Stand,Adjustable aluminum laptop stand for improved airflow and posture.,1600,42,4.3,true,"1003,1004,1006,1007,1012,1013,1016,1019","1007,1012,1016,1019","ergonomic,cooling,adjustable"
1036,1,TypeGuard Keyboard Cover,Accessories,Keyboard Cover,Silicone keyboard cover to protect against dust and spills.,350,75,3.8,true,,,"protective,affordable,silicone"
1037,1,ClickPad Wireless Trackpad,Accessories,Trackpad,Precision wireless trackpad with multi-touch gesture support.,2100,25,4.2,true,,,"precision,gestures,wireless"
1038,1,SecureLock Laptop Cable Lock,Accessories,Security Lock,Kensington-style cable lock to secure laptops in shared spaces.,700,40,3.9,true,,,"security,office,anti-theft"
1039,1,EasyClean Screen Wipes Kit,Accessories,Cleaning Kit,Microfiber cloth and cleaning solution kit for screens and keyboards.,300,100,4.0,true,,,"cleaning,maintenance,affordable"
1040,1,PulsePhone S12,Mobile,Phone,Mid-range smartphone with a 6.5-inch display and dual camera setup.,18000,40,4.2,true,"1042,1043,1044,1045,1046,1050","1042,1043,1044","smartphone,mid-range,dual-camera"
1041,1,PulsePhone Lite,Mobile,Phone,Affordable entry-level smartphone for everyday use.,9500,60,3.9,true,"1043,1046,1047",1043,"budget,entry-level,smartphone"
1042,1,ShieldCase Phone Cover S12,Mobile,Phone Case,Shockproof protective case designed for PulsePhone S12.,500,90,4.1,true,1040,1040,"protective,shockproof,affordable"
1043,1,ClearView Screen Protector,Mobile,Screen Protector,Tempered glass screen protector with anti-fingerprint coating.,350,100,4.0,true,"1040,1041,1048","1040,1041","protective,glass,anti-fingerprint"
1044,1,SoundBuds Wireless Earbuds,Mobile,Wireless Earbuds,True wireless earbuds with touch controls and 20-hour battery life.,2800,55,4.3,true,1040,1040,"wireless,earbuds,portable"
1045,1,SoundBuds Sport Earbuds,Mobile,Wireless Earbuds,Sweat-resistant wireless earbuds designed for workouts.,2200,48,4.1,true,1040,,"sport,wireless,sweat-resistant"
1046,1,FastCharge Phone Adapter 33W,Mobile,Charger,Compact fast-charging adapter for smartphones.,900,65,4.0,true,"1040,1041",,"charging,fast,compact"
1047,1,FlexMount Car Phone Holder,Mobile,Phone Holder,Adjustable car mount for hands-free phone navigation.,600,50,3.9,true,1041,,"car,mount,hands-free"
1048,1,PulsePhone S12 Plus,Mobile,Phone,Larger variant of PulsePhone S12 with extended battery.,21000,30,4.3,true,"1043,1049,1051","1049,1051","smartphone,large-battery,mid-range"
1049,1,ShieldCase Phone Cover Plus,Mobile,Phone Case,Rugged protective case for PulsePhone S12 Plus.,550,70,4.0,true,1048,1048,"protective,rugged,affordable"
1050,1,PopGrip Phone Stand,Mobile,Phone Accessory,Collapsible grip and stand for comfortable phone handling.,250,85,3.8,true,1040,,"grip,stand,affordable"
1051,1,WirelessCharge Pad Mini,Mobile,Charger,Qi-compatible wireless charging pad for smartphones.,1100,45,4.1,true,1048,1048,"wireless,charging,qi"
1052,1,SoundPod Pro Headphones,Audio,Headphones,Over-ear noise-cancelling headphones with 30-hour battery life.,6500,35,4.5,true,,,"noise-cancelling,premium,wireless"
1053,1,SoundPod Lite Headphones,Audio,Headphones,Lightweight on-ear headphones for casual listening.,2200,50,4.0,true,,,"lightweight,casual,affordable"
1054,1,BassBoom Bluetooth Speaker,Audio,Speaker,Portable Bluetooth speaker with deep bass and 12-hour playtime.,3200,40,4.3,false,,,"portable,bluetooth,bass"
1055,1,BassBoom Mini Speaker,Audio,Speaker,Compact pocket-sized Bluetooth speaker.,1500,55,4.0,true,,,"compact,portable,bluetooth"
1056,1,StudioMic USB Microphone,Audio,Microphone,USB condenser microphone for streaming and podcasting.,3800,25,4.4,true,"1094,1095",,"streaming,podcasting,usb"
1057,1,StudioMic Clip Lapel Mic,Audio,Microphone,Clip-on lapel microphone for video recording.,900,40,3.9,true,,,"video,portable,affordable"
1058,1,RingGlow LED Light,Audio,Ring Light,10-inch LED ring light with adjustable brightness for video calls.,1400,45,4.2,true,"1094,1095","1094,1095","lighting,video,streaming"
1059,1,SoundPod Sport Headphones,Audio,Headphones,Sweat-resistant headphones designed for active use.,2800,38,4.1,true,,,"sport,sweat-resistant,active"
1060,1,EchoBar Soundbar,Audio,Soundbar,Compact soundbar for enhanced desktop or TV audio.,4500,20,4.2,true,,,"soundbar,desktop,audio"
1061,1,VoiceClear Conference Speakerphone,Audio,Speakerphone,USB speakerphone with noise-cancelling mic for video calls.,3600,22,4.3,true,,,"conference,office,noise-cancelling"
1062,1,BassBoom Party Speaker XL,Audio,Speaker,Large party speaker with LED lights and extended battery.,7200,15,4.4,true,,,"party,large,led"
1063,1,VisionMonitor 24,Monitors,Monitor,24-inch Full HD monitor with slim bezels for office setups.,9500,30,4.2,true,"1024,1067,1069,1073",1067,"office,fullhd,affordable"
1064,1,VisionMonitor 27,Monitors,Monitor,27-inch QHD monitor with vibrant colors for creative work.,16500,25,4.4,true,"1024,1067,1069","1067,1069","qhd,creative,vibrant"
1065,1,VisionMonitor Curve 32,Monitors,Monitor,32-inch curved monitor for immersive viewing experience.,24000,15,4.5,true,"1024,1067,1068,1069",1067,"curved,immersive,large"
1066,1,VisionMonitor Ultra 4K,Monitors,Monitor,27-inch 4K UHD monitor with HDR support.,32000,12,4.6,true,"1024,1067,1069,1070",1067,"4k,hdr,premium"
1067,1,LinkCable HDMI 2m,Monitors,HDMI Cable,High-speed 2-meter HDMI cable supporting 4K resolution.,350,100,4.0,true,"1063,1064,1065,1066,1071,1072","1063,1064,1065,1066,1071,1072","cable,connectivity,affordable"
1068,1,LinkCable HDMI 5m,Monitors,HDMI Cable,Extended 5-meter HDMI cable for larger desk setups.,550,70,4.0,true,1065,,"cable,connectivity,long"
1069,1,StandRise Monitor Stand,Monitors,Monitor Stand,Height-adjustable monitor stand with storage space underneath.,1400,40,4.1,true,"1063,1064,1065,1066,1071,1072",1064,"ergonomic,storage,adjustable"
1070,1,StandRise Dual Monitor Arm,Monitors,Monitor Stand,Dual monitor arm mount for flexible desk arrangements.,2800,25,4.3,true,1066,,"dual,mount,flexible"
1071,1,VisionMonitor Office 22,Monitors,Monitor,Budget-friendly 22-inch monitor for basic office tasks.,7200,45,3.9,true,"1024,1067,1069",1067,"budget,office,basic"
1072,1,VisionMonitor Gaming 27 165Hz,Monitors,Gaming Monitor,27-inch 165Hz gaming monitor with fast response time.,21000,18,4.5,true,"1024,1067,1069,1081",1067,"gaming,high-refresh,fast"
1073,1,PrivacyShield Monitor Filter,Monitors,Privacy Filter,Anti-glare privacy filter for 24-inch monitors.,1100,30,3.8,true,1063,,"privacy,anti-glare,office"
1074,1,TitanBook Gaming 15,Gaming,Gaming Laptop,Gaming laptop with dedicated graphics and high-refresh display.,92000,15,4.5,true,"1076,1077,1078,1079,1080,1081,1084","1076,1078,1080","gaming,performance,graphics"
1075,1,TitanBook Gaming Pro 17,Gaming,Gaming Laptop,High-end gaming laptop with top-tier graphics for AAA titles.,145000,8,4.7,true,"1076,1077,1078,1079,1080,1081,1082,1083,1084","1076,1078,1080","gaming,premium,high-end"
1076,1,StrikeMouse Gaming Mouse,Gaming,Gaming Mouse,High-precision gaming mouse with customizable RGB lighting.,2200,45,4.4,true,"1074,1075","1074,1075","gaming,rgb,precision"
1077,1,StrikeMouse Pro Wireless,Gaming,Gaming Mouse,Wireless gaming mouse with ultra-low latency.,3500,30,4.5,true,"1074,1075",,"gaming,wireless,low-latency"
1078,1,BattlePhones Gaming Headset,Gaming,Gaming Headset,Surround-sound gaming headset with noise-cancelling mic.,3800,35,4.4,true,"1074,1075","1074,1075","gaming,surround-sound,headset"
1079,1,BattlePhones Pro Headset,Gaming,Gaming Headset,Premium gaming headset with detachable boom mic.,5200,20,4.6,true,"1074,1075",,"gaming,premium,detachable-mic"
1080,1,CoolBase Cooling Pad,Gaming,Cooling Pad,Laptop cooling pad with dual fans for gaming sessions.,1600,40,4.1,true,"1074,1075","1074,1075","cooling,gaming,dual-fan"
1081,1,StrikeBoard Mechanical Gaming Keyboard,Gaming,Mechanical Keyboard,RGB mechanical gaming keyboard with programmable macro keys.,4200,25,4.5,true,"1072,1074,1075",,"gaming,rgb,mechanical"
1082,1,GameSeat Ergonomic Chair,Gaming,Gaming Chair,Ergonomic gaming chair with lumbar support and recline function.,12000,12,4.3,false,1075,,"gaming,ergonomic,comfort"
1083,1,VisionMonitor Gaming 24 144Hz,Gaming,Gaming Monitor,24-inch 144Hz gaming monitor with quick response time.,15500,22,4.4,true,1075,,"gaming,144hz,fast"
1084,1,StrikePad Gaming Mouse Pad XL,Gaming,Mouse Pad,Extra-large gaming mouse pad with stitched edges.,800,60,4.0,true,"1074,1075",,"gaming,large,accessory"
1085,1,DeskMate Standing Desk Converter,Office,Desk Accessory,Height-adjustable desktop converter for sit-stand working.,6800,18,4.2,true,,,"office,ergonomic,adjustable"
1086,1,DeskMate Cable Organizer,Office,Desk Accessory,Under-desk cable management tray to keep cords tidy.,400,75,3.9,true,,,"office,organization,affordable"
1087,1,PrintFast Compact Printer,Office,Printer,Compact inkjet printer suitable for home office use.,8200,20,4.0,true,,,"office,printer,compact"
1088,1,ScanEase Document Scanner,Office,Scanner,Portable document scanner with fast duplex scanning.,9500,15,4.1,true,,,"office,scanner,portable"
1089,1,ShredIt Paper Shredder,Office,Paper Shredder,Compact cross-cut paper shredder for home offices.,3200,22,3.8,true,,,"office,security,compact"
1090,1,LightBeam Desk Lamp,Office,Desk Lamp,LED desk lamp with adjustable brightness and USB charging port.,1200,50,4.1,true,,,"office,lighting,led"
1091,1,PowerStrip SurgeGuard,Electronics,Power Strip,6-outlet surge-protected power strip with USB ports.,900,60,4.0,true,,,"electronics,power,safety"
1092,1,BatteryPack AA Rechargeable Set,Electronics,Batteries,Set of 8 rechargeable AA batteries with charger.,1100,45,4.0,true,,,"electronics,rechargeable,affordable"
1093,1,SmartPlug WiFi Outlet,Electronics,Smart Plug,WiFi-enabled smart plug controllable via mobile app.,800,55,4.2,true,,,"electronics,smart-home,wifi"
1094,1,CamGuard Webcam HD,Electronics,Webcam,1080p HD webcam with built-in privacy shutter.,2200,40,4.2,true,"1056,1058",1058,"webcam,video-calls,hd"
1095,1,CamGuard Webcam 4K Pro,Electronics,Webcam,"4K webcam with autofocus, ideal for streaming and calls.",4800,18,4.5,true,"1056,1058",1058,"webcam,4k,streaming"
1096,1,MemoryVault SD Card 128GB,Electronics,Memory Card,High-speed 128GB SD card for cameras and devices.,1400,60,4.3,true,"1098,1099",1098,"storage,camera,memory-card"
1097,1,MemoryVault SD Card 256GB,Electronics,Memory Card,High-capacity 256GB SD card with fast read/write speeds.,2400,40,4.4,true,"1098,1099",1099,"storage,camera,memory-card"
1098,1,CarrySafe Camera Bag,Electronics,Camera Bag,Padded camera bag with customizable dividers.,1800,30,4.2,true,"1096,1097",1096,"camera,storage,padded"
1099,1,SteadyStand Camera Tripod,Electronics,Tripod,Lightweight aluminum tripod for cameras and phones.,1600,35,4.1,true,"1096,1097",1097,"camera,tripod,portable"
